popularity,year,rating,name,director,actors
4363,1977,,Sati Savitri,Subba Rao B.A.,"['Anjali Devi', 'Dhulipala', 'Gummadi', 'Krishnamraju']"
4364,1968,,Sati Arundhati,K.V. Nandana Rao,['Anjali Devi']
4365,1979,,Sangham Chekkina Silpalu,Vijaya Nirmala,"['Chandramohan', 'Anjali Devi']"
4366,1970,,Raithe Raju,B.S. Srinivas,['Anjali Devi']
4367,1975,,Pichimaraju,Rajendra Prasad V.B.,"['Anjali Devi', 'Mukkamala', 'Sobhan Babu', 'Varalakshmi S.']"
4368,1961,,Pachani Samsaram,Anjali Devi,[]
4369,1973,,Nindu Kutumbam,P. Sambasiva Rao,['Anjali Devi']
4370,1976,,Monagadu,T. Krishna,"['Sobhan Babu', 'Manjula', 'Jayasudha', 'Raogopalrao']"
4371,1985,,Mangalya Balam,Boina Subharao,"['Sobhan Babu', 'Anjali Devi', 'Jayasudha']"
4372,1972,,Manchi Rojulu Vastai,V. Madhusudan Rao,"['Anjali Devi', 'Akkineni Nageshwara Rao', 'Gummadi']"
4373,1974,,Manchi Manushulu,Rajendra Prasad V.B.,"['Jagapathi Babu', 'Sobhan Babu', 'Anjali Devi', 'Manjula']"
4374,1976,,Magaadu,S.D. Lal,"['Anjali Devi', 'Latha', 'Manjula', 'Taraka Rama Rao Nandamuri']"
4375,1972,,Maa Inti Velugu,Vijay,['Anjali Devi']
4376,1985,,Kutumba Bandham,M. Jaydev,['Anjali Devi']
4377,1960,,Kuladaivam,Kabir Das,['Anjali Devi']
4378,1989,,Krishnagari Abbayi,V. Madhusudan Rao,"['Ramesh Babu Ghattamaneni', 'Gautami', 'Anjali Devi']"
4379,1973,,Kanna Koduku,V. Madhusudan Rao,"['Akkineni Nageshwara Rao', 'Anjali Devi', 'Gummadi', 'Suryakantham']"
4380,1971,,Kalyana Mandapam,V. Madhusudan Rao,['Anjali Devi']
4381,1979,,Judagadu,V. Madhusudan Rao,"['Anjali Devi', 'Jayasudha']"
4382,1981,,Jeevitha Ratham,V. Madhusudan Rao,"['Rati Agnihotri', 'Sobhan Babu', 'Anjali Devi']"
4383,1956,,Ilavelpu,Yoganand,"['Anjali Devi', 'Akkineni Nageshwara Rao', 'Relangi Venkatramaiah']"
4384,1966,,Hantakulostunnaru Jagratha,S.D. Lal,"['Anjali Devi', 'Ramakrishna', 'S.V. Ranga Rao']"
4385,1977,,Ee Tharam Manishi,V. Madhusudan Rao,"['Anjali Devi', 'Jaya Prada']"
4386,1966,,Dr. Anand,V. Madhusudan Rao,['Anjali Devi']
4387,1975,,Challani Talli,K.S. Rami Reddy,['Anjali Devi']
4388,1958,,Bhuloka Rambha,Yoganand,['Anjali Devi']
4389,1981,,Bhogi mantalu,Vijaya Nirmala,"['Rati Agnihotri', 'Anjali Devi', 'Krishna Ghattamaneni']"
4390,1969,,Bhale Mastaru,S.D. Lal,"['Anjali Devi', 'Kanchana', 'Krishnamraju', 'Taraka Rama Rao Nandamuri']"
4391,1972,,Bava Diddina Kapuram,G. Ramakrishna,['Anjali Devi']
4392,1971,,Bangaru Kutumbam,K.S.R. Das,['Anjali Devi']
4393,1969,,Bandhipotu Bhimanna,Mallikharjuna Rao M.,"['Anjali Devi', 'Krishna Ghattamaneni', 'Vijaya Nirmala']"
4394,1985,,Atmabalam,Tatineni Prasad,['Anjali Devi']
4395,1978,,Anukunnadhi Sadhista,P. Chandrasekhara Reddy,['Anjali Devi']
4396,1978,,Anna Dammula Saval,K.S.R. Das,"['Anjali Devi', 'Jayachitra']"
4397,1978,,Angadi Bomma,V. Madhusudan Rao,['Anjali Devi']
4398,1978,,Allari Bullodu,G.C. Shekhar,"['Anjali Devi', 'Jaya Prada']"
4399,1989,,1990 Kaliyuga Vishwamitra,Pradeep Shakti,[]
4400,1990,,Alajadi,Tammareddy Bharadwaja,[]
4401,1990,,Agni Sakshi,,[]
4402,1990,,Abhisarika,,[]
4403,2003,,Orikp,,[]
4404,1984,,Amayakudu Kadu Aggi Bharothalu,R. Thyagaraajan,['Pandharibai']
4405,1975,,Ramuni Minchina Ramudu,M.S. Gopinath,"['Kongara Jaggaiah', 'Kalpana', 'Pandharibai', 'Taraka Rama Rao Nandamuri']"
4406,1975,,Raktha Sambandhalu,Mallikharjuna Rao M.,"['Anjali Devi', 'Pandharibai']"
4407,1978,,Nindu Manishi,S.D. Lal,"['Pandharibai', 'Sobhan Babu', 'Varalakshmi G.', 'Gummadi']"
4408,1976,,Maa Daivam,Jayachitra,"['Taraka Rama Rao Nandamuri', 'Pandharibai']"
4409,1978,,Lawyer Vishwanath,S.D. Lal,"['Taraka Rama Rao Nandamuri', 'Jayasudha', 'Pandharibai', 'Kavitha']"
4410,1978,,Lambadolla Ramadasu,Babu Rao K.,"['Chalam', 'Pandharibai', 'Roja Ramani']"
4411,1974,,Intinti Katha,K. Satyam,"['Anjali Devi', 'Gummadi']"
4412,1977,,Geetha Sangeetha,M.S. Koti Reddy,"['Anjali Devi', 'Pandharibai']"
4413,1978,,Dudubasavanna,B.V. Prasad,"['Anjali Devi', 'Unni Mary', 'Pandharibai']"
4414,1981,,Daari Thappinete Manishi,B. Narasimha Rao,['Pandharibai']
4415,1980,,Bangaru Lakshmi,R. Thyagaraajan,"['Chandramohan', 'Jayasudha', 'Pandharibai']"
4416,1978,,Bandhipotu Mutha,M. Karnan,['Pandharibai']
4417,1975,,Asthi Kosam,G. Suryam,['Pandharibai']
4418,1975,,Anna Dammula Katha,D.S. Prakash Rao,['Pandharibai']
4419,1983,,Amayakudu Kadhu Asadhyudu,Vijaya Nirmala,"['Anjali Devi', 'Krishna Ghattamaneni', 'Jayasudha', 'Satyanarayana Kaikala']"
4420,1983,,Adadani Saval,K.S.R. Das,"['Murali Mohan', 'Pandharibai', 'Vijayalalitha']"
4421,1973,,Vintha Katha,Krishna Ghattamaneni,"['Gummadi', 'Vanisri']"
4422,1975,,Ramaiah Thandri,B.V. Prasad,"['Satyanarayana Kaikala', 'Jayanthi', 'Ranganath', 'Prabha']"
4423,1967,,Private Master,K. Viswanath,"['Anjali Devi', 'Krishna Ghattamaneni']"
4424,1974,,Peddalu Marali,P. Chandrasekhara Reddy,"['Anjali Devi', 'Pandharibai']"
4425,1974,,Krishnaveni,V. Madhusudan Rao,"['Anjali Devi', 'Pandharibai', 'Vanisri']"
4426,1973,,Kannavari Kala,Gummadi,[]
4427,1990,,Yuvabharatham,M.S. Gopinath,"['Chandramohan', 'Chinna', 'Suresh']"
4428,1990,,Yauvana Poratham,,[]
4429,1990,,Yamadharma Raju,Narasimha Rao Relangi,['Krishnamraju']
4430,1959,,Sipayi Kooturu,Satyanarayana Kaikala,"['Jamuna', 'Gummadi']"
4431,1959,,Sati Tulasi,V. Madhusudan Rao,"['Varalakshmi S.', 'Gummadi']"
4432,1950,,Praja Rajyam,Kasalingam,['Anjali Devi']
4433,1959,,Pelli Sandadi,Yoganand,"['Akkineni Nageshwara Rao', 'Anjali Devi', 'Chalam', 'Saroja Devi B.']"
4434,1973,,Palletoori Chinnodu,B. Vittalacharya,"['Pandharibai', 'Taraka Rama Rao Nandamuri', 'S.V. Ranga Rao', 'Devika']"
4435,1972,,Mathru Murthi,Appa Rao Manapuram,"['Haranath', 'Saroja Devi B.', 'Krishnamraju', 'Chandramohan']"
4436,1974,,Manushullo Devudu,B.V. Prasad,"['Anjali Devi', 'Gummadi', 'Taraka Rama Rao Nandamuri', 'Vanisri']"
4437,1972,,Kodalu Pilla,Mallikharjuna Rao M.,"['Anjali Devi', 'Pandharibai']"
4438,1962,,Khaidi Kannayya,B. Vittalacharya,"['Gummadi', 'Relangi Venkatramaiah']"
4439,1962,,Kalimilemulu,Ramineedu Gutha,"['Seeta Rama Anjaneyulu Chilakalapudi', 'Akkineni Nageshwara Rao', 'Varalakshmi G.', 'Gummadi']"
4440,1967,,Iddaru Monagallu,B. Vittalacharya,['Krishna Ghattamaneni']
4441,1957,,Dampatyam,E. Apparao,"['Varalakshmi G.', 'Gummadi', 'Relangi Venkatramaiah']"
4442,1990,,Adavi Diviteelu,R. Narayana Murthy,[]
4443,1958,,Aadapettanam,Adurthi Subba Rao,"['Anjali Devi', 'Kannamba', 'Akkineni Nageshwara Rao', 'Gummadi']"
4444,1990,,Aadadi,Gopalakrishna Paruchuri,[]
4445,1981,,Sandhya Ragam,A.S. Ramachandra Rao,['Gummadi']
4446,1987,,Thene Manasulu,S.V. Rajendra Singh,"['Gummadi', 'Kongara Jaggaiah', 'Satyanarayana Kaikala', 'Jaya Prada']"
4447,1988,,Manmadha Samrajyam,,[]
4448,1987,,Collector Vijaya,Vijaya Nirmala,['Murali Mohan']
4449,1985,,Andarikante Monagadu,T. Krishna,"['Jayasudha', 'Savitri']"
4450,1987,,Samrat,V. Madhusudan Rao,"['Ramesh Babu Ghattamaneni', 'Sharada', 'Sonam']"
4451,1987,,Saradamba,Kranthi Kumar,['Sharada']
4452,1988,,Rowdy No. 1,S.S. Ravichandra,"['Krishna', 'Radha', 'Sharada']"
4453,1989,,Raktha Kanneeru,G. Rammohan Rao,"['Gopalakrishna Paruchuri', 'Sharada']"
4454,1989,,Pardhudu,K.S.R. Das,['Sharada']
4455,1988,,Parajaswamyam,Gopal B.,"['Gopalakrishna Paruchuri', 'Gopalakrishna Paruchuri', 'Sharada']"
4456,1987,,Muddayi,K.S.R. Das,['Sharada']
4457,1992,,Mother India,T.V. Ramana Reddy,"['Jagapathi Babu', 'Brahmanandam', 'Gopalakrishna Paruchuri', 'Sharada']"
4458,1987,,Lawyer Bharti Devi,K. Rama Mohan Rao,"['Gopalakrishna Paruchuri', 'Sharada']"
4459,1987,,Kulala Kurukshetram,Sarath,['Sharada']
4460,1988,,Illu Illalu Pillalu,Visu,['Sharada']
4461,1989,,Dr. Bhawani,Gopal B.,"['Gopalakrishna Paruchuri', 'Sharada']"
4462,1988,,Dharma Teja,Pevala,['Sharada']
4463,1988,,August 15 Rathri,Ramachandra Rao P.N.,['Sharada']
4464,1952,,Tingu Ranga,Subba Rao B.A.,"['Varalakshmi S.', 'Relangi Venkatramaiah', 'Taraka Rama Rao Nandamuri']"
4465,1970,,Thalli Thandrulu,Babu Rao K.,"['Kongara Jaggaiah', 'Savitri', 'Sobhan Babu', 'Relangi Venkatramaiah']"
4466,2003,,Kabirdas,Raju V.V.,"['Vijayachander', 'J.V. Somayajulu', 'Gautami', 'Prabha']"
4467,1987,,Rotation Chakravarthi,Narasimha Rao Relangi,['Sharada']
4468,1984,,Ugra Roopam,M. Rosi Raiju,['Sharada']
4469,1983,,Swarajyam,Navatharam,['Sharada']
4470,1987,,Sankharavam,Vijaya Nirmala,"['Vijaya Nirmala', 'Sharada']"
4471,1987,,Repati Swarajyam,Gopalakrishna Paruchuri,"['Venkateswara Rao Paruchuri', 'Gopalakrishna Paruchuri', 'Sharada']"
4472,1983,,Poratham,Kodi Ramakrishna,"['Anjali Devi', 'Jayasudha', 'Lakshmi', 'Murali']"
4473,1984,,Marchandi Mana Chattalu,Satyanarayana Vejella,['Sharada']
4474,1983,,Kumkuma Tilakam,B. Bhaskara Rao,"['Jayasudha', 'Murali Mohan', 'Sharada']"
4475,1985,,Krishnagaradi,Vijaya Baapineedu,"['Kongara Jaggaiah', 'Jaya Prada', 'Sharada']"
4476,1986,,Jailupakshi,Kodi Ramakrishna,"['Sobhan Babu', 'Radhika Sarathkumar', 'Adabala', 'Balaji']"
4477,1985,,Intiko Rudramma,S.A. Chandrashekhar,"['Bhanuchander', 'Ranganath', 'Sharada', 'Sujatha']"
4478,1984,,Chadarangam,B. Bhaskara Rao,['Sharada']
4479,1984,,Bharyamani,Vijaya Baapineedu,"['Jayasudha', 'Sharada']"
4480,1984,,Bharatamlo Sankharavam,B. Bhaskara Rao,"['Jayasudha', 'Krishnamraju', 'Prabhakar Reddy']"
4481,1985,,Bebbuli Veta,M. Rosi Raiju,['Sharada']
4482,1983,,Bandhipottu Rudramma,K.S. Rami Reddy,['Sharada']
4483,1983,,Apathbandhavudu,Y. Eshwara Reddy,['Sharada']
4484,1984,,Apanidalu Adavallakena,Satyanarayana Vejella,['Sharada']
4485,2003,,Harivillu,B. Narsing Rao,"['Ravi Davala', 'Sai Subhakar', 'Bhanuchander', 'Nitya Shetty', 'Haritha']"
4486,1953,,Tandri,Prem Nazir,[]
4487,1982,,Nipputho Chelagatam,Kommineni,"['Jayasudha', 'Krishnamraju', 'Sharada']"
4488,1984,,Manasa Veena,Narasimha Rao Relangi,"['Revathi', 'Rajkumar', 'Sumithra', 'Ramana Murthi J.V.']"
4489,1980,,Sannayi Appanna,Lakshmi Deepak,"['Sobhan Babu', 'Jaya Prada', 'Sharada', 'Sukumari']"
4490,1980,,Ramudu Parashuramudu,M.S. Gopinath,"['Latha', 'Sharada']"
4491,1981,,O Amma Katha,Vasanta Sen,['Sharada']
4492,1980,,Mangala Gauri,G. Giridhara Rao,"['Murali Mohan', 'Sharada']"
4493,1980,,Kodalu Vastunaru Jagratha,K. Subba Rao,['Sharada']
4494,1981,,Alludugaru Zindabad,Subba Rao Katta,"['Sobhan Babu', 'Geetha', 'Gummadi', 'Jayalakshmi']"
4495,1980,,Alayam,D. Madhusudhana,"['Nagesh', 'Sharada']"
4496,2003,,Ammulu,L. Srinath,"['Vandemataram Srinivas', 'Greeshma', 'Ravali', 'Suman']"
4497,1980,,Alludu Pattina Bharatham,K. Viswanath,"['Jaya Prada', 'Sharada']"
4498,1965,,Uyyala Jampala,Kongara Jaggaiah,['T. Kirshna Kumari']
4499,2003,,Meghana Productions No. 1,,[]
4500,1960,,Vimala,Sriramulu Naidu S.M.,"['Lakshmirajyam', 'Taraka Rama Rao Nandamuri', 'Savitri', 'Gummadi']"
4501,1955,,Vadina Gari Gajulu,Rajanikanth,"['Anjali Devi', 'Chalam', 'Amarnath']"
4502,1979,,Shivamettina Satyam,V. Madhusudan Rao,"['Jayasudha', 'Krishnamraju', 'Sharada']"
4503,1961,,Sati Sulochana,Rajanikanth,"['Taraka Rama Rao Nandamuri', 'Anjali Devi', 'S.V. Ranga Rao']"
4504,1953,,Oka Talli Pillalu,A.S.A. Sami,"['Sriram', 'Padmini']"
4505,1978,,Navodayam,P. Purushottam Rao,"['V. Indira', 'Sharada']"
4506,1976,,Mahatmudu,M.S. Gopinath,"['Akkineni Nageshwara Rao', 'Sharada', 'Varalakshmi G.', 'Murali Mohan']"
4507,1960,,Magavari Mayalu,Sobhanadri Rao,['Amarnath']
4508,1956,,Kanakatara,Rajanikanth,"['S.V. Ranga Rao', 'Varalakshmi S.']"
4509,1979,,Captain Krishna,K.S.R. Das,"['Gummadi', 'Sharada']"
4510,1975,,Bharati,Veeturi,"['Jamuna', 'S.V. Ranga Rao', 'Sharada']"
4511,1957,,Bhale Bava,Rajanikanth,"['Kongara Jaggaiah', 'Showkar Janaki']"
4512,1958,,Atha Okinti Kodale,K.B. Tilak,"['Girija', 'Kongara Jaggaiah', 'Prameela Devi', 'Ramana Murthi J.V.']"
4513,1999,,Arundhati,Kranthi Kumar,"['Soundarya', 'Srividya', 'Radhika Sarathkumar', 'Ali']"
4514,1975,,Saubhagyavati,P. Chandrasekhara Reddy,"['Krishna Ghattamaneni', 'Gummadi', 'Sharada']"
4515,1991,,Sri Edukondala Swaami,,[]
4516,1951,,Agni Pareeksha,P. Manikyam,"['Seeta Rama Anjaneyulu Chilakalapudi', 'Lakshmikantam', 'Lakshmirajyam', 'Savitri']"
4517,1963,,Yedureetha,Narayana B.S.,"['Kanta Rao', 'Satyanarayana Kaikala', 'Taraka Rama Rao Nandamuri', 'Vanisri']"
4518,1958,,Mundadugu,Kongara Jaggaiah,"['Showkar Janaki', 'Nageswara Rao R.']"
4519,1960,,Mangalyam,Narayana B.S.,"['Kanta Rao', 'Devika', 'Ramakrishna', 'Rajashree']"
4520,1961,,Intiki Deepam Illalu,Ramanna,"['Balkrishna', 'Saroja Devi B.', 'Kongara Jaggaiah', 'Kannamba']"
4521,1960,,Harishchandra,Chandrasekhara Rao Jampana,"['S.V. Ranga Rao', 'Gummadi', 'Lakshmirajyam', 'Relangi Venkatramaiah']"
4522,1957,,Aalu Magalu,Krishnarao,"['Kongara Jaggaiah', 'Showkar Janaki']"
4523,1956,,Muddu Bidda,K.B. Tilak,"['Jamuna', 'Kongara Jaggaiah', 'Chittor V. Nagaiah']"
4524,1955,,Rani Ratnaprabha,Subba Rao B.A.,"['Taraka Rama Rao Nandamuri', 'Anjali Devi', 'Relangi Venkatramaiah', 'Mukkamala']"
4525,1993,,Praana Daata,Mohan Gandhi,"['Akkineni Nageshwara Rao', 'Lakshmi', 'Girish Karnad', 'Harish']"
4526,1957,,M.L.A.,K.B. Tilak,"['Kongara Jaggaiah', 'Savitri', 'Gummadi', 'Ramana Murthi J.V.']"
4527,1973,,Vishali,A. Sanjeevi,"['Chittor V. Nagaiah', 'Sharada', 'Sripriya', 'Varalakshmi G.']"
4528,1974,,Urvashi,Tiptur Raghu,"['Balkrishna', 'Sharada', 'Dinesh']"
4529,1971,,Sisindri Chittibabu,A. Sanjeevi,"['Gummadi', 'Sharada']"
4530,1969,,Shri Rama Katha,Padmanabham,"['Anjali Devi', 'Gummadi', 'Sharada']"
4531,1971,,Sati Ansuya,Subba Rao B.A.,"['Jamuna', 'Kanta Rao', 'Sharada']"
4532,1953,,Puttillu,Raja Rao Garikapati,"['Jamuna', 'Mikkilineni', 'Allu Ramalingaiah']"
4533,1970,,Pasidi Manasulu,V. Subramanyam,"['Raj Babu', 'Sobhan Babu', 'Ram Mohan', 'Sharada']"
4534,1969,,Manushulu Marali,V. Madhusudan Rao,"['Sobhan Babu', 'Haranath', 'Nagabhushanam', 'Gummadi']"
4535,1972,,Manavadu Danavudu,P. Chandrasekhara Reddy,"['Sobhan Babu', 'Sharada', 'T. Kirshna Kumari']"
4536,1972,,Kalam Marindi,K. Viswanath,"['Anjali Devi', 'Gummadi', 'Sharada']"
4537,1974,,Harathi,Lakshmi Deepak,['Sharada']
4538,II) (1953,,Gumasta,R.M. Krishnaswamy,"['Chittor V. Nagaiah', 'B. Jayamma', 'Pandharibai', 'Ramasarma']"
4539,1993,,Anna Vadina,P. Chandrasekhara Reddy,"['Brahmanandam', 'Anjali Devi', 'Jaya Prada']"
4540,1973,,Abhimanavanthulu,K.S. Rami Reddy,"['Anjali Devi', 'Krishnam Raju', 'Sharada']"
4541,1985,,Shivabhakta Naga Shakti,Sai Kallesh,[]
4542,1983,,Raj Kumar,Ramineedu Gutha,"['Ambika', 'Sobhan Babu', 'Jayasudha']"
4543,1985,,Rahasya Hanthakudu,A. Jagannathan,[]
4544,1984,,Prema Sangamam,C.V. Sridhar,[]
4545,1985,,Praja Poratam,Sirimugam Ravi,[]
4546,1984,,Noorava Roju,Manivannan,[]
4547,1985,,Muthyala Jallu,Manobala,[]
4548,1985,,Monagadu Mosagadu,A.S. Pragasam,[]
4549,1987,,Khaidi,A. Jagannathan,[]
4550,1985,,Illali Sapadham,Gangai Amaran,[]
4551,1984,,Gadusu Pindam,Karaikudi Narayanan,[]
4552,1984,,Veerabhadhrudu,,[]
4553,1988,,Tarzan Sundhari,,[]
4554,1989,,Swathi Chinukulu,Vanisri,[]
4555,1962,,Sri Srikakula Andhra Mahavishnuvu Katha,A.K. Sekhar,"['Taraka Rama Rao Nandamuri', 'Jamuna', 'S.V. Ranga Rao', 'Relangi Venkatramaiah']"
4556,1984,,Saahasamey Jeevitham,,[]
4557,1988,,Rakthabishekam,Kodanda Rami Reddy A.,"['Nandamuri Balakrishna', 'Radha', 'Chitti Babu', 'Sarath Babu']"
4558,1994,,Police Brothers,Mohan Gandhi,"['Vinod Kumar', 'Charan Raj', 'Roja', 'Aachi Manorama']"
4559,II) (1986,,Mr. Bharath,Rajachandra,"['Sobhan Babu', 'Suhasini']"
4560,1988,,Menamama,,[]
4561,1985,,Mangalya Bandham,Chandramohan,"['Suhasini', 'Suman']"
4562,1985,,Khooni,Sathyaraj,[]
4563,1991,,Keechu Raallu,Geetha Krishna,"['Bhanuchander', 'Brahmanandam', 'Shobana']"
4564,1990,,Idhem Pellaam Baaboy,K. Ravi Teja,"['Brahmanandam', 'Rajendra Prasad', 'Radhika Sarathkumar']"
4565,1990,,Guru Shishyulu,S.P. Muthuraman,[]
4566,1989,,Gopala Rao Gaari Abbai,Manivannan,"['Ramya Krishnan', 'Dubbing Janaki', 'Karthik', 'Potti Prasad']"
4567,1988,,Garikincina Gaana,Kommineni,[]
4568,1985,,Darja Donga,Sathyaraj,[]
4569,1987,,Andharikandey Kandhudu,,[]
4570,1988,,Aasthulu Anthasthulu,B. Bhaskara Rao,[]
4571,1974,,Thulabharam,Pendyala Naganjaneyulu,['Sharada']
4572,1963,,Thobuttuvulu,Ranganath Das,"['Kongara Jaggaiah', 'Jamuna', 'S.V. Ranga Rao', 'Savitri']"
4573,1966,,Shrimati,Vijay Reddy,['Sharada']
4574,1992,,Shanthi,,[]
4575,1994,,Samaram,,[]
4576,1995,,Raja Mudra,R.K. Selvamani,"['Mansoor Ali Khan', 'M.N. Nambiar', 'Napolean', 'Raghuvaran']"
4577,1992,,Priyathama,Geetha Krishna,[]
4578,1992,,Prema Vijeta,,[]
4579,1992,,Pattu Dala,Brahmanandam,[]
4580,1971,,Pagabattina Paduchu,V. Ramachandra Rao,"['Anjali Devi', 'Gummadi', 'Jyothi Lakshmi', 'Sharada']"
4581,1992,,Marutode Naa Mogudu,Kodanda Rami Reddy A.,"['Babu Mohan', 'Jeeva', 'Meena', 'Rajasekhar']"
4582,1993,,Asathyaralu,Bhanumathi Ramakrishna,[]
4583,1993,,Amma Koduku,Nalini Cine Chitra,"['Vadde Ramesh', 'Brahmanandam', 'Rajasekhar', 'Srividya', 'Sukanya']"
4584,1950,,Adrushta Deepudu,S. Soundararajan,['Gummadi']
4585,1961,,Tandrulu Kodukulu,K. Hemabharadara Rao,"['Chalam', 'Gummadi', 'Sharada']"
4586,1970,,Jai Jawan,Yoganand,"['Akkineni Nageshwara Rao', 'Varalakshmi G.', 'Gummadi', 'Bharathi']"
4587,1956,,Edi Nijam,Sundaram Balachander,"['Nagabhushanam', 'Showkar Janaki', 'Gummadi', 'Ramana Reddy']"
4588,1959,,Maa Inti Mahalakshmi,Ramineedu Gutha,"['Jamuna', 'Haranath', 'Gummadi', 'Ramana Reddy']"
4589,1974,,Bhoomikosam,K.B. Tilak,"['Gummadi', 'Jaya Prada']"
4590,1977,,Chakradhari,V. Madhusudan Rao,"['Gummadi', 'Jaya Prada', 'Akkineni Nageshwara Rao', 'Vanisri']"
4591,1977,,Seeta Geeta Datithe,C.V. Sridhar,[]
4592,1992,,Pachani Samsaram,Tammareddy Bharadwaja,"['Aamani', 'Annapoorna', 'Babu Mohan', 'Giri Babu']"
4593,1960,,Samajam,Addola Narayana Rao,"['Girija', 'Kongara Jaggaiah', 'Rajababu', 'Rajasulochana']"
4594,1953,,Pratigna,Y.R. Swamy,"['Akkineni Nageshwara Rao', 'Kanta Rao', 'Savitri', 'Rajanala']"
4595,1975,,Gajula Kishtayya,Adurthi Subba Rao,"['Krishna Ghattamaneni', 'Zarina Wahab', 'Anjali Devi']"
4596,1961,,Taxi Ramudu,V. Madhusudan Rao,"['Taraka Rama Rao Nandamuri', 'Devika', 'Chadalavada', 'Chhayadevi']"
4597,1963,,Savati Koduku,Ranga Rao Y.,"['Taraka Rama Rao Nandamuri', 'Showkar Janaki', 'Gummadi']"
4598,1961,,Santa,Appa Rao Manapuram,"['Taraka Rama Rao Nandamuri', 'Anjali Devi', 'Gummadi']"
4599,1961,,Pendli Pilupu,Seshagiri Rao D.,"['Taraka Rama Rao Nandamuri', 'Devika', 'Seeta Rama Anjaneyulu Chilakalapudi', 'Girija']"
4600,1963,,Manchi Chedu,Ramanna T.R.,"['Taraka Rama Rao Nandamuri', 'Saroja Devi B.']"
4601,1963,,Lakshadhikari,V. Madhusudan Rao,"['Taraka Rama Rao Nandamuri', 'T. Kirshna Kumari', 'Ramana Reddy', 'Gummadi']"
4602,1963,,Irugu - Porugu,Murthy I.S.,"['Taraka Rama Rao Nandamuri', 'T. Kirshna Kumari', 'Gummadi']"
4603,1968,,Ranabheri,G. Suryam,"['Gitanjali', 'Nagabhushanam', 'Prabhakar Reddy', 'Rajababu']"
4604,1968,,Rajayogam,K.S.R. Das,['Kanta Rao']
4605,1968,,Pelli Roju,M. Appa,[]
4606,1968,,Papakosam,G.V.R. Seshgiri Rao,[]
4607,1968,,Palamanasulu,S.R. Puttana Kanagal,"['Puttana', 'Gummadi', 'Pandharibai']"
4608,1968,,Ninne Pelladuta,B. Vittalacharya,"['Bharati Devi', 'Taraka Rama Rao Nandamuri']"
4609,1968,,Nene Monaganni,S.D. Lal,"['Taraka Rama Rao Nandamuri', 'Sheela']"
4610,1968,,Nenante Nene,V. Ramachandra Rao,"['Sriranjani', 'Krishna Ghattamaneni', 'Kanchana', 'Krishnamraju']"
4611,1956,,Sontha Ooru,I.S.S. Murthy,"['Taraka Rama Rao Nandamuri', 'Rajasulochana']"
4612,2002,,Rifles,Narayana Rao Dasari,"['Vijayshanti', 'Arun Kumar Dasari', 'Prakash Raj', 'K. Viswanath']"
4613,2001,,Ammaye Navvithe,Jyoti Kumar,"['Rajendra Prasad', 'Bhavana', 'Ranganath', 'Brahmanandam']"
4614,1968,,Moogajeevulu,Varalakshmi G.,"['Rajkumar', 'Varalakshmi G.', 'Savitri']"
4615,1970,,Kathanayika Molla,Padmanabham,"['Vanisri', 'Haranath', 'Padmanabham', 'Tyagaraaju']"
4616,1968,,Jeevithalu,P.S. Murthy,[]
4617,1968,,Jeevitha Bandham,M.S. Gopinath,[]
4618,1968,,Devakanya,Hemambharadhara Rao K.,['Mikkilineni']
4619,1968,,Chellelikosam,Mallikarjuna Rao,[]
4620,1968,,Bangaru Sankellu,Ramineedu Gutha,"['Haranath', 'Jamuna', 'Varalakshmi G.', 'Gummadi']"
4621,1968,,Asadhyudu,V. Ramachandra Rao,['Vanisri']
4622,1968,,Amayakudu,Addola Narayana Rao,"['Krishna Ghattamaneni', 'Jamuna', 'S.V. Ranga Rao', 'Varalakshmi G.']"
4623,1963,,Paruvu Prathishta,Appa Rao Manapuram,"['Taraka Rama Rao Nandamuri', 'Anjali Devi', 'Kannamba', 'Chalam']"
4624,1957,,Dongallo Dora,Chengaiah,"['Jamuna', 'Akkineni Nageshwara Rao', 'Nageswara Rao R.', 'Varalakshmi G.']"
4625,1948,,Gitanjali,Hanumantha Rao Tangiraala,"['Jandhyala Gaurinatha Sastri', 'Tanguturi Suryakumari', 'Sriranjani', 'Purnima']"
4626,1936,,Sasirekha Parinayam,Chitrapu Narasimha Rao,"['Lakshmana Swamy S.P.', 'Shanta Kumari', 'Venkatramaiah Madhavapeddi', 'Sriranjani Sr.']"
4627,1965,,Veelunama,Hemambharadhara Rao K.,['Narayana Rao C.H.']
4628,1954,,Menarikam,Chandrasekhara Rao Jampana,"['Jamuna', 'Savitri', 'Varalakshmi G.', 'Narayana Rao C.H.']"
4629,1958,,Ganga Gauri Samvadam,V.N. Reddy,['Narayana Rao C.H.']
4630,1943,,Chenchulakshmi,S. Soundararajan,"['Narayana Rao C.H.', 'Kamala Kotnis', 'Satyam Lanka', 'Chittor V. Nagaiah']"
4631,1951,,Aada Janma,G.R. Rao,"['Narayana Rao C.H.', 'Ramana Reddy']"
4632,1936,,Veerabhimanyu,Amin V.D.,['Kanchanamala']
4633,1979,,Urvasi Niney Naa Priyasi,C.V. Sridhar,['Murali Mohan']
4634,1935,,Sakkubai,Ramanandam B.V.,"['Dasari Kotiratnam', 'Tungala Chalapathi Rao', 'Ramanatha Sastri Kapilavayi']"
4635,1982,,Poolapallakki,,[]
