popularity,year,rating,name,director,actors
2582,2015,6.0,Kavvintha,Vijay Chowdary Thripuraneni,"['Vijay Dharan Datla', 'Dhanraj', 'Raghu Kumar Karumanchi', 'Naveen Neni']"
2583,2017,5.8,Mama O Chandamama,Ram Karthik,['Sana Makbul']
2584,1987,5.6,Trimurtulu,K. Muralimohana Rao,"['Ashwini', 'Venkatesh Daggubati', 'Satyanarayana Kaikala', 'Anupam Kher']"
2585,2014,6.8,Vundiley Manchikalam Mundhu Mundhuna,Arun Dasyam,"['Karteek Gopasana', 'Sudhakar Komakula', 'Mohan Avanthika', 'Kiran Kamaraju']"
2586,2005,6.2,Please Naaku Pellaindi,Gandhi,"['Raghu', 'Rajeev Kanakala', 'Shruti Malhotra', 'Sony Charishta']"
2587,2004,5.8,Aptudu,Muthyala Subbaiah,"['Rajasekhar', 'Anjala Zaveri', 'Abhinayasri', 'Ananth']"
2588,2003,6.4,Jodi No.1,Pratani Rama Krishna Goud,"['Uday Kiran', 'Venya', 'Pratani Rama Krishna Goud', 'Gundu Hanumantha Rao']"
2589,2004,7.6,Tapana,Tejas Dhhanraj,"['Prabhu Deva', 'Siddardha', 'Ali', 'Ali']"
2590,1997,5.8,Abbai Gari Pelli,Sarath,"['Suman', 'Simran', 'Sanghavi', 'Lakshmi']"
2591,1989,6.6,Pula Rangadu,Narasimha Rao Relangi,"['Ashwani', 'Brahmanandam', 'Rajendra Prasad', 'Vanisri']"
2592,2006,6.0,Nee Navve Chalu,Sakamuri Malikarjunarao,"['Sivaji', 'Sindhu Tolani', 'Nikita Thukral', 'Ali']"
2593,2007,4.6,Aa Roje,Brahmanandam,"['Soumya', 'Vijayasai', 'Yashwant']"
2594,1994,7.8,Erra Sainyam,R. Narayana Murthy,"['Brahmanandam', 'R. Narayana Murthy', 'Udayabhanu']"
2595,1992,8.4,Dabbu Bale Jabbu,K.S. Rajendra,"['Brahmanandam', 'Raj Kumar', 'Sumalatha']"
2596,2001,6.8,Ramma Chilakamma,Tammareddy Bharadwaja,"['Sumanth', 'Tanikella Bharani', 'Brahmanandam', 'Laya']"
2597,2021,2.8,Journalist,K. Mahesh Sukhadhare,"['Tashu Kaushik', 'Ramky']"
2598,1977,7.0,Edureetha,V. Madhusudan Rao,"['Taraka Rama Rao Nandamuri', 'Vanisri', 'Jayasudha', 'Kongara Jaggaiah']"
2599,2005,4.6,Good Boy,G. Nageswara Reddy,"['Rohit', 'Navnit Ravi Rana', 'Apoorva', 'Babloo']"
2600,2019,4.8,Dhrusti,Ram Abbaraju,"['Vennela Kishore', 'Rahul Ravindran']"
2601,2019,4.4,Prema katha Chitram 2,,[]
2602,1989,7.0,Mouna Poratam,Mohan Gandhi,[]
2603,1987,7.6,Damit Katha Adam Thirigindi,K. Vasu,"['Chandramohan', 'Jeevitha', 'V.K. Naresh', 'Rajendra Prasad']"
2604,1988,6.4,Bava Marudula Sawal,Ganesh C.V.,"['Sarath Babu', 'Jeevitha', 'Ramya Krishnan', 'Rajendra Prasad']"
2605,1993,6.0,Vaasthavam,Valmiki,"['Venkata Rao Tadisetty', 'Divyavani', 'Suresh']"
2606,1982,5.8,MaroMallupu,Satyanarayana Vejella,"['Gummadi', 'Sivakrishna']"
2607,1994,7.4,Yes Nenante Nene,Vijaya Nirmala,"['Brahmanandam', 'Krishna Ghattamaneni', 'Shaheen']"
2608,1974,7.2,Devadasu,Vijaya Nirmala,"['Krishna Ghattamaneni', 'Gummadi', 'Vijaya Nirmala', 'Pandharibai']"
2609,1969,6.6,Nindu Hridayalu,K. Viswanath,"['Taraka Rama Rao Nandamuri', 'Sobhan Babu', 'Gudipati Venkatachalam', 'Satyanarayana Kaikala']"
2610,1966,7.0,Bhakta Potana,Ramineedu Gutha,"['Gummadi', 'Chittor V. Nagaiah', 'Raogopalrao', 'Sharada']"
2611,1968,7.2,Pedarasi Peddamma Katha,G. Suryam,"['T. Kirshna Kumari', 'Mikkilineni', 'Edida Nageshwara Rao', 'Nirmalamma']"
2612,1983,6.4,Amarajeevi,Jandhyala,"['Akkineni Nageshwara Rao', 'Jaya Prada', 'Sumalatha', 'Sarath Babu']"
2613,1983,7.2,Pelli Choopulu,Chandramohan,"['Vijayshanti', 'Satyanarayana Kaikala', 'Suryakantham']"
2614,1971,8.2,Chelleli Kapuram,K. Viswanath,"['Sobhan Babu', 'Vanisri', 'Nagabhushanam', 'Sharada']"
2615,1980,7.2,Sri Vinayaka Vijayamu,Kamalakara Kameshwara Rao,"['Krishnamraju', 'Ramakrishna', 'K.R. Vijaya', 'Vanisri']"
2616,1991,9.0,Edu Kondalaswamy,Kamalakara Kameshwara Rao,"['Arun Govil', 'Bhanupriya', 'Daggubati Raja', 'Ramana Murthi J.V.']"
2617,1976,6.0,Manushulanta Okkate,Narayana Rao Dasari,"['Durga Nageshwara Rao', 'Taraka Rama Rao Nandamuri', 'Jamuna', 'Satyanarayana Kaikala', 'Allu Ramalingaiah']"
2618,1983,6.6,Bahudoorapu Batasari,Narayana Rao Dasari,"['Bhanuchander', 'Chitti Babu', 'Narayana Rao Dasari', 'Gummadi']"
2619,1992,6.4,Ahankari,Narayana Rao Dasari,"['Rajasekhar', 'Sujatha', 'Shobana', 'Brahmanandam']"
2620,1959,6.6,Sabhash Ramudu,Rao C.S.R.,"['Taraka Rama Rao Nandamuri', 'Devika', 'Girija', 'Gummadi']"
2621,1969,8.8,Ekaveera,Rao C.S.R.,"['Taraka Rama Rao Nandamuri', 'K.R. Vijaya', 'Kanta Rao', 'Dhulipala']"
2622,1970,6.8,Dharma Daata,A. Sanjeevi,"['Akkineni Nageshwara Rao', 'Kanchana', 'Showkar Janaki']"
2623,1986,8.0,Muddula Manavaraalu,Jandhyala,"['Bhanumathi Ramakrishna', 'Suhasini', 'Chandramohan', 'Sarath Babu']"
2624,1979,6.0,Shrimad Virata Parvam,Taraka Rama Rao Nandamuri,"['Nandamuri Balakrishna', 'Bhavani', 'Dhulipala', 'Satyanarayana Kaikala']"
2625,1958,7.2,Intiguttu,Vedantam Raghavaiah,"['Gummadi', 'Venkayya Mahankali', 'Taraka Rama Rao Nandamuri', 'Rajasulochana']"
2626,1975,6.8,Mayamaschindra,Babubhai Mistry,"['Taraka Rama Rao Nandamuri', 'Kanta Rao', 'Vanisri']"
2627,1965,7.4,Manashulu Mamatalu,Kolli Pratyagatma,"['Savitri', 'Akkineni Nageshwara Rao', 'Kongara Jaggaiah', 'Jayalalitha J']"
2628,1984,6.4,Mayadari Mogudu,Bhagyaraj,[]
2629,I,,Radical,Prince Cecil,[]
2630,II) (2007,,JJ Colony,Ashok Raj,['G. Ramesh']
2631,2016,,Marala Telupana Priya,Vani Kosaraju,"['Prince Cecil', 'Sujo Mathew', 'Vyoma Nandi']"
2632,2017,,Jandhyala Rasina Premakatha,Krishna Varma,[]
2633,2016,,Zindagi,Dayakar Reddy,"['Phani Prakash Arepaka', 'Kiran', 'Vardhan']"
2634,2017,,Darre,G. Krishna Prasad,[]
2635,2014,,Boy Meets Girl (Tholiprema Katha),Dayakar Vasanth,[]
2636,2012,,Railway Station,Krishna Maaya,[]
2637,III) (2017,,Green Card,Rums,"['Chalapathi Rao', 'Satrugna Rayapati', 'Stephany']"
2638,2018,,Nenu Nene Ramune,Ratna Chari Pammi,"['Krishnudu', 'Sandeepthi', 'Sai Venkat']"
2639,2018,,2 Friends,Glb Srinivas,"['Sonia Sarkar Dey', 'Dhanraj', 'Suraj Gowda', 'Akhil Karthik']"
2640,2017,,Head Constable Venkataramaiah,Chadalavada Srinivasa Rao,"['Jayasudha', 'R. Narayana Murthy', 'Sunil Sharma']"
2641,2017,,Kiss Kiss Bang Bang,Karthik Medikonda,"['Gayathri Gupta', 'Kiran', 'Harshad Kulkarni']"
2642,1985,,Samsaram O Sangeetam,Narasimha Rao Relangi,"['Chandramohan', 'Nirmalamma', 'Vijayshanti']"
2643,1980,,Konte Mogudu Penki Pellam,Subba Rao Katta,"['Chandramohan', 'Prabha', 'Suryakantham']"
2644,2021,,Major,Sashi Kiran Tikka,"['Sobhita Dhulipala', 'Prakash Raj', 'Adivi Sesh', 'Revathi']"
2645,2017,,Chandrullo Unde Kundelu,Venkata Reddy Usirika,"['Tanikella Bharani', 'Kadambari Kiran', 'Supurna Malakar', 'Pavani Reddy']"
2646,1978,,Seetapati Samsaram,M.S. Kota Reddy,"['Chandramohan', 'Madhavi', 'Prabha']"
2647,1981,,Nenu Maa Aavida,Narasimha Rao Relangi,"['Chandramohan', 'Nirmalamma', 'Prabha']"
2648,2019,,Nene mukyamantri,Mohan Ravipati,"['Shaheen Affan', 'Vaayu Thanai']"
2649,,,Unmaadhi,N.R. Reddy,"['Koti Bajjuri', 'Sirisha Dasari', 'Allu Ramesh']"
2650,2019,,Bichagada Majaka,K.S. Nageswara Rao,"['Babu Mohan', 'Neha Deshpande', 'Arjun Reddy', 'Chitram Seenu']"
2651,II,,Gamer,Rajesh Tadakala,"['Kalyani Patel', 'Sraneeth Raj']"
2652,2021,,Romantic,Anil Paduri,"['Ramya Krishnan', 'Ketika Sharma', 'Akash Puri', 'Satya Aditya Bonepalli']"
2653,1983,,Pelli Chesi Chupistham,Pendyala Venkata Rama Rao,"['Chandramohan', 'Satyanarayana Kaikala', 'Vijayshanti']"
2654,1985,,Anuraga Bandham,Anil Kumar,"['Sarath Babu', 'Jayasudha', 'Saritha']"
2655,2019,,Kotha Kurradu,Raja Naidu,"['Priya Naidu', 'Sree Ram']"
2656,1985,,Shiksha,Narasimha Rao Relangi,"['Chandramohan', 'Sarath Babu', 'Suhasini', 'Ali']"
2657,1971,,Nindu Dampatulu,K. Viswanath,"['Taraka Rama Rao Nandamuri', 'Vijaya Nirmala', 'Savitri']"
2658,2018,,Rule,Paidi Ramesh,[]
2659,1969,,Jarigina Katha,Babu Rao K.,"['Krishna Ghattamaneni', 'Kongara Jaggaiah', 'Kanchana']"
2660,2018,,Endharoo Mahanubhavulu,Thalladi Sai Krishna,"['Tanikella Bharani', 'Thallada Saikrishna']"
2661,2019,,Ajay Passayyadu,Prem Bhagirath,"['Ambika', 'Sivannarayana']"
2662,2019,,Natana,Barathi Babu,"['Bhanu Chander', 'Prabhas Sreenu']"
2663,2018,,Abbo Naa Pellanta,Sai k Prabhakar,"['Avantika Munni', 'Anirud Pavitran']"
2664,2009,,Ninnu Kalisaka,Jagapathi Babu,"['Piaa Bajpai', 'Ananyaa Shah']"
2665,2018,,Lalijo Lalijo,Mohan Srivatsasa,"['Sambeet Acharya', 'Rocket Raghava', 'Neha Ratnakaran']"
2666,2019,,Nee Kosam,Avinash Kokati,"['Deekshita', 'Shubhangi Pant', 'Ajith Radharam', 'Aravind Reddy']"
2667,2021,,Pushpa,Sukumar,"['Allu Arjun', 'Rashmika Mandanna', 'Fahadh Faasil', 'Prakash Raj']"
2668,,,Debbaku Tha Dongala Mutha,Sudheer Chintalapudi,"['Aditi Myakal', 'Sudheer Chintalapudi', 'Kireeti', 'Anish Kuruvilla']"
2669,2021,,Aakashavaani,Ashwin Gangaraju,"['Samuthirakani', 'Vinay Varma', 'Teja Kakumanu', 'Prashant']"
2670,,,Mdhuravada,Ajithvasan Uggina,[]
2671,1986,,Pratibhavantudu,Prabhakar Reddy,"['Annapurna', 'Bhanupriya', 'Krishna Ghattamaneni']"
2672,2018,,Thanthrika,M. Sridhar,"['Mohan', 'Sanjana Naidu']"
2673,,,The Director: Copycat but Movies Flopped,P. Jaya Kumar,[]
2674,,,Eakam,Varun Vamsi,"['Dayanand Reddy', 'Aditi Myakal', 'Tanikella Bharani', 'Kalpika Ganesh']"
2675,2021,,Mahanayakadu,Megastar Maharishi Aazaad,['Megastar Maharishi Aazaad']
2676,I) (2014,,Love Life,Koti,"['Dilip', 'Hema', 'Venu Madhav', 'Kashmira Panache']"
2677,2018,,Baangari Balaraju,Kotendra Dudyala,['Rahgav Reddy']
2678,II) (2012,,Lemon,Chaya Singh,[]
2679,1996,,Ammo! Alluda?,Koneru Ravindranath,"['Raja Ravindra', 'Raghunatha Reddy', 'Poojitha', 'Babu Mohan']"
2680,1995,,Patha Basti,Narayana Rao Uppalapati,"['Suresh', 'Meka Srikanth', 'Ooha', 'Kota Srinivasa Rao']"
2681,2018,,Anthervedam,Ravi Kishore Chandina,"['Amar', 'Bharani', 'Krishna Murali Posani']"
2682,2016,,Mental Police,Karanam P. Babji,"['Brahmanandam', 'Mumait Khan', 'Aksha Pardasany', 'Rajshri Ponnappa']"
2683,1965,,Kaakum Karangal,A.C. Trilogchander,"['Manimala', 'S.S. Rajendran', 'S.V. Ramadoss', 'Sivakumar']"
2684,,,Jayahey,Sudhir Raju,"['Subbaraju', 'Brahmaji', 'Karuna']"
2685,1987,,Punnami Chandrudu,Vijaya Baapineedu,"['Sobhan Babu', 'Suhasini', 'Nuthan Prasad', 'Allu Ramalingaiah']"
2686,2014,,Aa Aiduguru,Tanishq Reddy,[]
2687,2021,,Radhe Shyam,K.K. Radhakrishna Kumar,"['Prabhas', 'Pooja Hegde', 'Bhagyashree', 'Jayaram']"
2688,2006,,Ganaa - Manalo Okkadu,K.K. Raviraj,"['Brahmaji', 'Nagendra Babu', 'Suhasini', 'Sudha']"
2689,2016,,Kalaya Tasmai Namaha,Rockeshh Reddy,"['RekhaBoj', 'Rekha Boj', 'Sanju', 'Satish']"
2690,1973,,Bangaru manasulu,Reddy K.S.,"['Chandramohan', 'Jamuna', 'Satyanarayana Kaikala']"
2691,2016,,In the Quest of Vertical Lips,Ravikiran Venkata,"['Mohan Bhagat', 'Harshavardhana', 'Meghana', 'Padmarao']"
2692,2018,,Gangaraju ki Sorry Cheppu,Manusuri,"['Abhay Bethiganti', 'Seema Chaudhary', 'Yogiraj Janila', 'Ravi Kadiyala']"
2693,2010,,Aunty uncle nandagopal,Nageshwara Rao,"['Apoorva', 'Krishna Bhagavan', 'Tanikella Bharani', 'Brahmanandam']"
2694,2017,,Vajralu kavala nayana,Radha Krishna P,"['Nikita Bisht', 'Anil Burugani', 'Neha Deshpande', 'Vijaya Sai']"
2695,1989,,Soggadi Kapuram,Kodi Ramakrishna,"['Ali', 'Giri Babu', 'Sobhan Babu', 'Jayasudha']"
2696,2010,,Ramdev,Basheed S.K.,"['Abbas', 'Akash', 'Saikiran', 'Archana Shastry']"
2697,2011,,Ragile kasi,Anil K. Nair,"['Bala', 'Manoj K. Jayan', 'Shweta Menon', 'Anil Murali']"
2698,2010,,Kaluva,Sridhar,"['Chakri', 'Farah Khan', 'Nagendra Babu', 'Ramya']"
2699,2009,,Bhagavantudu,Sreerangam Satish Kumar,"['Krishna Bhagavan', 'Chinna', 'Kausha Rach', 'Raghunath Reddy']"
2700,2014,,Pove Pora,Lankapalli Srinivas,"['Karan', 'Soumya']"
2701,2011,,Sanchalanam,B.V. Ramana,"['Kadhal Dandhapani', 'Kamalakar', 'Zabyn Khan', 'Kinnera']"
2702,2014,,Prematho nuvvastavani,Thota Krishna,"['Jyothi', 'Krishnudu', 'Potti Rambabu', 'Archana Shastry']"
2703,2013,,Oh my love,M.J. Reddy,"['Jyothi', 'Nisha', 'Raja', 'Suman Shetty']"
2704,2012,,Ding Dong Bell,Madhusudhan Reddy,"['Babu Mohan', 'Raghu Babu', 'Swetha Basu', 'Mehra BhanuShri']"
2705,2015,,Agni sakshiga (pelladandi),R.R. Jarugula,"['Lakshman Rao Kondavalasa', 'Nandu', 'Isha Ranganath', 'Thriveni']"
2706,1983,,Amayaka Chakravarthy,Valebhaneni Janardhan,"['Chandramohan', 'Jayamalini', 'Krishnaveni', 'Nuthan Prasad']"
2707,1980,,Gutiloni rama chilaka,G. Rama Mohana Rao,"['Mohan Babu', 'Halam', 'Murali Mohan', 'Nagabhushanam']"
2708,1977,,Ramba Urvasi Menaka,P. Sambhasiva Rao,"['Halam', 'Jayamalini', 'Murali Mohan', 'Roja Ramani']"
2709,1979,,Bottu Katuka,Durga Nageshwara Rao,"['Jayanthi', 'Madhavi', 'Murali Mohan', 'Varalakshmi P.R.']"
2710,2014,,hi tech love,Nandi Venkata Reddy,"['Rushali Arora', 'Srikaran']"
2711,2013,,Pelli Pustakam,Ramakrishna,"['Bapineedu', 'Rahul Ravindran', 'Niti Taylor']"
2712,2014,,Antha Akkade Jarigindi,Sathish Kumar,"['Aakansha', 'Azgar', 'Balram', 'Shyam Bonula']"
2713,2016,,Panileni Puliraju,Chacha,"['Dhanraj', 'Eesha Rebba', 'Prachi Sinha', 'Swetaa Varma']"
2714,2016,,Vetapalam,Nandi Venkata Reddy,"['Lavanya', 'Durga Prasanth', 'Shilpa']"
2715,2011,,Tolisariga,I.G. Prakash,"['Ali', 'Bhanuchander', 'Chalapathi Rao', 'Nagineedu']"
2716,2013,,Telugabbai,O.S. Avinash,"['Tanish Alladi', 'Tashu Kaushik', 'Remya Nambess']"
2717,2012,,Em babu laddu kavala,Aditi Agarwal,"['Jeeva', 'Rachana Maurya', 'M.S. Narayana']"
2718,2008,,College days to marriage days,Prem Chand,"['Ashwini', 'Madhavi Latha', 'Sandeep', 'Sandhya']"
2719,2014,,Crazywala,Mohan Prasad,"['Nagendra Babu', 'M.S. Narayana']"
2720,1983,,Chattaniki Veyi Kallu,Vijaya Nirmala,"['Giri Babu', 'Krishna Ghattamaneni', 'Jayamalini', 'Jayasudha']"
2721,1978,,Naa laga endaro,Eranki Sharma,"['Narayana Rao C.H.', 'Roopa', 'Hema Sundar']"
2722,1976,,Mana oori Katha,Hemambharadhara Rao K.,"['Krishna Ghattamaneni', 'Jaya Prada']"
2723,2013,,Chinna CInema,A.K. Khambampati,"['Komal Jha', 'Arjun Kalyan', 'Vennela Kishore', 'Babloo Prithviraj']"
2724,2012,,Kittigadu,P.C. Aditya,"['Vishal Kumar', 'Gowtham Raju', 'Saikiran', 'Hema Sundar']"
2725,1975,,Chittemma Chilakamma,Giri Babu,"['Murali Mohan', 'K.R. Vijaya']"
2726,1998,,Allari Pellam,Shivaji Raja,"['Shivaji Raja', 'Rajitha', 'Gautam Raju', 'Shubashri']"
2727,1990,,Bujjigadi Babai,Ranga Rao Kurra,"['V.K. Naresh', 'Nirosha', 'Tarun']"
2728,2001,,Youth,Jitendra,"['Babu Mohan', 'Tanikella Bharani', 'M.S. Narayana', 'Sivaji Raja']"
2729,2012,,Etu chusina nuvve,Gopesh,"['Sai Krish', 'Siva Prasad', 'Srinivas Reddy', 'Suman Shetty']"
2730,2003,,Yesu mahimalu,Natti Kumar,"['Siva Krishna', 'Murali Mohan', 'Ashok Tej Suddala', 'Sudha']"
2731,1995,,Erra Suryudu,P. Chandrashekar Reddy,"['Madhala Ranga Rao', 'Udayabhanu']"
2732,1989,,Yama Pasam,Ravi Raja Pinisetty,"['Sarath Babu', 'Deepika', 'Arun Kumar', 'Potti Prasad']"
2733,1996,,Warning,K.S. Nageswara Rao,"['Aamani', 'Jaya Prada']"
2734,2013,,Waiting for you,Sunil Kumar Reddy,"['Fm Babai', 'Raghu Babu', 'Raghu Babu', 'Sony Charishta']"
2735,2011,,Vykuntapalli,Anil Gopi Reddy,"['Ajay', 'Tanikella Bharani', 'Randhir Gatla', 'Jeeva']"
2736,2018,,Vyjayanthi,Ali,"['Pruthviraj', 'Vijayshanti']"
2737,2018,,Akkadem Jarigindi,DK Boyapati,[]
2738,1985,,Visha Kanya,Ravi Teja,"['Sarath Babu', 'Jayamalini', 'Jyothi Lakshmi', 'Varalakshmi P.R.']"
2739,1965,,Vishala Hrudayalu,Narayana B.S.,"['Chalam', 'Chandrakala', 'Girija', 'Gummadi']"
2740,1986,,Vijrumbhana,Giri Babu,"['Sobhan Babu', 'Gummadi', 'Jayasudha']"
2741,1965,,Vijaya Simha,B. Vittalacharya,"['Rajasree', 'Kanta Rao']"
2742,2000,,Vijayaramaraju,Veera Shankar,"['Jogi Krishnam Raju', 'Ranganath', 'Kota Srinivasa Rao', 'Jayaprakash Reddy']"
2743,2004,,Vignesh,S. Maarella,"['Bhagwan', 'Jahnavi']"
2744,1995,,Vetagadu,Tammareddy Bharadwaja,"['Rajasekhar', 'Rambha', 'Soundarya']"
2745,2018,,Namaste Mr Doc,Kal Bernhardt,"['Bill Hickman', 'Arjun Krish', 'Catherine S. Minahan']"
2746,1999,,Veedu Samanyudu,Narayana Rao Uppalapati,"['Venkat Maddirala', 'Tanikella Bharani', 'Raasi', 'Prakash Raj', 'Sanghavi']"
2747,2004,,Varam,Raghuram,"['Ramya Krishnan', 'Poojabharathi', 'Sivaji']"
2748,2011,,Vara Prasad Potti Prasad,Satya Varanasi,"['Priya Ahuja', 'Srinivas Avasarala', 'Raghu Babu', 'Master Bharath']"
2749,1982,,Vamsha Govravam,N. Ravindra Reddy,"['Saroja Devi B.', 'Sobhan Babu', 'Bhanuchander', 'Geetha']"
2750,1959,,Vachina Kodalu Nachindi,Dasari Yoganand,"['Seeta Rama Anjaneyulu Chilakalapudi', 'Jamuna', 'Pasupaleti Kannamba', 'Taraka Rama Rao Nandamuri']"
2751,1999,,Vaare va Moguda,Ranga Rao K.,"['Babu Mohan', 'Krishna Ghattamaneni', 'Gundu Hanumantha Rao', 'Ruchitha Prasad']"
2752,2003,,Vallidaru,S.S. Stanley,"['Sneha', 'Srikanth']"
2753,1973,,Vaade veedu,Dasari Yoganand,"['Krishnamraju', 'Mikkilineni', 'Taraka Rama Rao Nandamuri', 'Pandharibai']"
2754,1981,,Vaadani Malli,A.V.M. Murgan,"['Annapoorna', 'Kalaranjini', 'Telephone Satyanarayana']"
2755,2011,,Usuru,Venu,"['Abinaya', 'Madhavi Latha', 'Subash Royal']"
2756,1956,,Uma Sundari,P. Pullaiah,"['Surabhi Balasaraswati', 'Kannamba', 'Chittor V. Nagaiah', 'Taraka Rama Rao Nandamuri']"
2757,1986,,Ukku manishi,Rajabharath,"['Sarath Babu', 'Krishnamraju']"
2758,1988,,Ugranetrudu,B.L.V. Prasad,"['Bhanupriya', 'Suman']"
2759,2010,,U &I,Ranjith Belluri,"['Alisha', 'Aditi Chowdary', 'Rohan']"
2760,2013,,Tolet,V. Ravikanth,"['Aadhavan', 'Pavan', 'Krishna Murali Posani', 'Pratishta']"
2761,2002,,Trinetram,Kodi Ramakrishna,"['Kallu Chidambaram', 'Sindhu Menon', 'M.S. Narayana', 'Raasi']"
2762,1997,,Thoka leni pitta,Dharmavarapu Subramanyam,"['Ali', 'Babu Mohan', 'Giri Babu', 'Tanikella Bharani']"
2763,1979,,Toofan mail,Reddy K.S.,"['Giri Babu', 'Sarath Babu', 'K.V. Chalam', 'Narasimha Raju']"
2764,2002,,Tella Gulabi,Ch. Venkat,"['Kallu Chidambaram', 'Sakshi Ranga Rao', 'Raja Ravindra', 'Varalakshmi']"
2765,1971,,Thasildari gari ammayi,K.S. Prakash Rao,"['Sobhan Babu', 'Chandrakala', 'Jamuna']"
2766,2009,,Thali Kadithe 90 Kotulu,Kedhari Suribabu,"['Babloo', 'Raghu Babu', 'Chitram Basha', 'Venu Madhav']"
2767,2018,,Tharuvatha Evaru,Krishna Prasad,"['Kamal Kamaraju', 'Priyanka Sharma']"
2768,2003,,Tarak,Bala Shekaran,"['Ali', 'Krishna Ghattamaneni', 'Taraka Ratna Ramarao Nandamuri', 'Jayaprakash Reddy']"
2769,II) (1998,,Swarnamukhi,Tammareddy Bharadwaja,"['Sai Kumar', 'Sanghavi', 'Suman']"
2770,2006,,Success,Toram Subbarayudu,"['Ajay', 'Karuna', 'Swati Priya', 'Raghu Raju']"
2771,2007,,Subhash,Bondugula Srinivas Reddy,['Bondugula Srinivas Reddy']
2772,1998,,Subbaraju Gari Kutumbam,Kranthi Kumar,"['Narayana Rao Dasari', 'Sanghavi', 'J.V. Somayajulu', 'Sujatha']"
2773,1999,,Stree ke maro janma,Ratna Shekar,"['Chandramohan', 'Nuthan Prasad', 'Rallapalli', 'Sakshi Ranga Rao']"
2774,2007,,State Rowdy,Vikram Gandhi,"['Chandramohan', 'Mallika Kapoor', 'Venu Madhav', 'Madhu Shalini']"
2775,1979,,Sungara Ramudu,K. Shankar,"['Sarath Babu', 'Jayamalini', 'Latha', 'Taraka Rama Rao Nandamuri']"
2776,1998,,Sreevarante Mavare,Y. Nageswara Rao,"['Kota Srinivasa Rao', 'Suman', 'Vijayshanti']"
2777,1994,,Srimathi Priyanka,Neelakanta,"['Delhi Ganesh', 'Jaishankar', 'Jayaram', 'Venniradai Moorthy']"
2778,1993,,Sri devi mookambika,Renuka Sharma,"['Bhavya', 'Doddanna', 'Shridhar', 'Vajramuni']"
2779,1981,,Sri Anjaneya Charita,Ganga,"['Janardhana Rao Arja', 'Jayamalini', 'Jyothi Lakshmi', 'Roja Ramani']"
2780,1963,,Somavara Vratha Mahatyam,R.M. Krishnaswamy,"['Devika', 'Kanta Rao']"
2781,2008,,Soldier,Vijaya Nirmala,"['Balaji', 'Krishna Ghattamaneni', 'Farah Khanna', 'Vijaya Nirmala']"
2782,1973,,Sneha Bandham,P. Chandramohana Reddy,"['Krishna Ghattamaneni', 'Jamuna', 'Satyanarayana Kaikala', 'Krishnamraju']"
2783,2000,,Sivanna,K.S. Nageswara Rao,"['Sai Kumar', 'Manya', 'Kota Srinivasa Rao', 'Rami Reddy']"
2784,1991,,Sindhoora devi,Ramanarayanan,"['Venniradai Moorthy', 'Senthil', 'Shamili', 'Vivek']"
2785,1990,,Shh Rama Chilukalu Vastunayi,Jaya Devan,"['Jayalalitha', 'Rajiv', 'Jaya Rekha', 'Ravi Varma']"
2786,2009,,Shanthi,Ballem Venu Madhav,"['Vallabaneni Janardhan', 'Ballem Venu Madhav', 'Sheela Singh']"
2787,2005,,Shankaravam,Mohan Gandhi,"['Sarath Babu', 'Rajeev Kanakala', 'Anant Nag', 'Ahuti Prasad']"
2788,1972,,Sabhash Pappana,Lal S.S.,"['Kongara Jaggaiah', 'Chittor V. Nagaiah', 'Vijaya Nirmala', 'Allu Ramalingaiah']"
2789,2006,,Senapathi,Jayraj,"['Amith', 'Bharath']"
2790,2012,,Seenugadu,Phani Raj,"['Dhanraj', 'Krishnudu', 'Relangi Jr.', 'Sandeepthi']"
2791,1987,,Rakshasa Samharam,Raghava,"['Arjun Sarja', 'Kannada Prabhakar', 'Kushboo', 'Jeevitha']"
2792,1985,,Sravanthi,Kranthi Kumar,"['Anjali Devi', 'Mohan', 'Suhasini']"
2793,I) (1959,,Sathi Sukanya,Chandra Mohan,"['Amarnath', 'T. Kirshna Kumari', 'Kanta Rao', 'Ramana Reddy']"
2794,2009,,Sarai veeraju,D.S. Kannan,"['Ajay', 'Mumait Khan', 'Madulika', 'Ramya Nambeeshan']"
2795,1987,,Shankaravam,Krishna Ghattamaneni,"['Annapoorna', 'Giri Babu', 'Mahesh Babu', 'Banerjee']"
2796,1957,,Sankalpam,Ranganatha Dasu C.V.,"['Kusuma', 'Taraka Rama Rao Nandamuri', 'Rajanala', 'Ramana Reddy']"
2797,1980,,Samsara Bandham,Bhoyina Subba Rao,"['Prabha', 'Sridhar']"
2798,1984,,Sampoorna Premayanam,N.B. Chakravarthy,"['Sobhan Babu', 'Satyanarayana Kaikala', 'Jaya Prada', 'Raogopalrao']"
2799,1986,,Samajamlo sthree,Mukkamala Ramakrishna,"['Bhanuchander', 'Suman']"
2800,2008,,Salaam Hyderabad,K. Anand,"['Adityaom', 'Ali', 'Chitram Basha', 'Gundu Hanumantha Rao']"
2801,1985,,Sajeeva Murthulu,Mohanjee,['Praveen Chakravarthi']
2802,1972,,Sabhash Vadina,Mallikarjuna Rao,"['Haranath', 'Krishnamraju', 'Allu Ramalingaiah', 'Ramaprabha']"
2803,1964,,Sabash Suri,Murthy,"['Geetanjali', 'T. Kirshna Kumari', 'Taraka Rama Rao Nandamuri', 'Rajanala']"
